name,type,district,lat,lon,indoor,noise,romantic,budget_level,walk_score,alcohol_available,extrovert_friendly,tags,address,phone
파이홀,cafe,서대문구,37.53257908627602,126.90946195571183,1,2,3,2,3,no,no,"카페,디저트>카페",서울특별시 서대문구 창천동 57-61,
마이시크릿메이트,cafe,서대문구,37.46762111650185,126.918955109212,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 서대문구 창천동 5-62 1층,
프로토콜 연희점,cafe,서대문구,37.46063364853159,127.07307555619727,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 서대문구 연희동 137-1 2층,
센티멘트,cafe,서대문구,37.457020434166544,127.00504539725016,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 서대문구 연희동 130-10 2층 센티멘트 sentiment,
만동제과 연남점,cafe,서대문구,37.59695106886549,127.0211904074289,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 서대문구 창천동 448,
악토버 베이커리,cafe,서대문구,37.461070285440954,126.93141366469405,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 서대문구 대현동 54-13 1층,
오르랔베이커리,cafe,서대문구,37.43128046273228,126.964728955663,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 서대문구 북아현동 220-36,
파랑베이커리,cafe,서대문구,37.51655544670399,127.08478883920058,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 서대문구 남가좌동 124-1,
화이트리에 답십리점,cafe,동대문구,37.47451920568064,126.93149959251711,1,2,3,2,3,no,no,"음식점>카페,디저트>베이커리","서울특별시 동대문구 답십리동 1012 카운티에비뉴 104,105호",
스타벅스 경동1960점,cafe,동대문구,37.53481261818363,127.06810464619531,1,2,3,2,3,no,no,"카페,디저트>카페",서울특별시 동대문구 제기동 1019,
온니당,cafe,동대문구,37.50493579330492,126.90299208943937,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 동대문구 장안동 105-11 1층,
카페하인나 답십리점,cafe,동대문구,37.42028265694063,126.91748204470224,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 동대문구 답십리동 267-2 1층,
브레드칸 청량리점,cafe,동대문구,37.56663957007637,126.99493855081576,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 동대문구 전농동 602-15,
독립밀방 청량리,restaurant,동대문구,37.48499903843573,127.05744871124813,1,3,3,2,3,no,yes,음식점>양식,서울특별시 동대문구 전농동 591-92 청량리역사 3층 308호,
굿갓레스토랑 회기직영점,restaurant,동대문구,37.433872751831366,126.98116071055586,1,3,3,2,3,no,yes,음식점>이탈리아음식,서울특별시 동대문구 회기동 16-23 1층,
알리고,restaurant,동대문구,37.5605831409432,126.90640577625415,1,3,3,2,3,no,yes,음식점>이탈리아음식,서울특별시 동대문구 용두동 38-3 1층,
아워킬리바 답십리본점,restaurant,동대문구,37.587335437242395,126.96071036789661,1,3,3,2,3,no,yes,음식점>이탈리아음식,서울특별시 동대문구 답십리동 1003-2 세기프라자 105호 아워킬리바,
치에테,restaurant,동대문구,37.59512012254289,126.90785316052316,1,3,3,2,3,no,yes,음식점>이탈리아음식,"서울특별시 동대문구 답십리동 488-46 101호, 102호",
디어테이블,restaurant,동대문구,37.56588308943276,126.9659383578568,1,3,3,2,3,no,yes,음식점>양식,서울특별시 동대문구 장안동 338-9,
에잇올리,restaurant,동대문구,37.46270789656449,127.02325175492243,1,3,3,2,3,no,yes,음식점>브런치,서울특별시 동대문구 회기동 3-79 1층,
누스,cafe,동대문구,37.45654464223551,127.05554446870826,1,2,3,2,3,no,no,브런치카페,서울특별시 동대문구 장안동 310-7 1층,
오래,cafe,동대문구,37.55111462197918,127.09930115320446,1,2,3,2,3,no,no,브런치카페,서울특별시 동대문구 전농동 38-34 오래,
몽월 장안본점,restaurant,동대문구,37.48048277373173,127.04987868671533,1,4,2,2,3,yes,yes,술집>요리주점,서울특별시 동대문구 장안동 417-5 10층,
소통 요리주점&amp;화로구이,restaurant,동대문구,37.42459996106116,127.04862347173041,1,4,2,2,3,yes,yes,술집>이자카야,서울특별시 동대문구 장안동 418-11 태영빌딩 2층,
경동역,restaurant,동대문구,37.552350426161965,127.06779416092556,1,4,2,2,3,yes,yes,술집>요리주점,"서울특별시 동대문구 제기동 846-8 1층, 경동역",
윌리하우스,restaurant,동대문구,37.54740993560805,126.98342411340471,1,2,4,4,3,yes,no,술집>와인,서울특별시 동대문구 청량리동 42-10 1층 4호,
오묘,restaurant,동대문구,37.4865282466535,126.98228593812354,1,2,4,4,3,yes,no,술집>와인,서울특별시 동대문구 회기동 16-15 지층,
더몰트하우스 청량리역점,restaurant,동대문구,37.51327899740006,127.06424121088915,1,3,3,2,3,no,yes,음식점>양식>이탈리아음식,서울특별시 동대문구 용두동 798 청량리역 한양수자인 그라시엘 2층 209호~211호,
서오릉피자 답십리점,restaurant,동대문구,37.59398055558558,127.02452215139834,1,3,3,2,3,no,yes,음식점>양식>피자>서오릉피자,서울특별시 동대문구 답십리동 245-2,
프렌치카페 소딜리셔스,cafe,동대문구,37.4974540977357,127.02340523551669,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 동대문구 제기동 892-71,
브뤼셀프라이 롯데백화점 청량리점,restaurant,동대문구,37.45589790914667,127.05288762589441,1,3,3,2,3,no,yes,음식점>후렌치후라이,서울특별시 동대문구 전농동 591-92 롯데백화점 청량리점지하2층,
프렌치네일,restaurant,동대문구,37.59507804209333,126.93266619873634,1,3,3,2,3,no,yes,"미용>네일아트,네일샵",서울특별시 동대문구 전농동 10 전농sk아파트 주상가 2층 222-2호,
프렌치크로플 장안점,cafe,동대문구,37.58528596805734,126.98861273699755,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 동대문구 장안동 403-14 1층,
프렌치캣 롯데백화점청량리점,restaurant,동대문구,37.45412185615895,127.06650535177772,1,3,3,2,3,no,yes,"쇼핑,유통>유아동복",서울특별시 동대문구 전농동 591-92 롯데백화점 청량리점 6층,
아울라 세르반테스,restaurant,동대문구,37.42640072097491,126.98616177915856,1,3,3,2,3,no,yes,어학교육,서울특별시 동대문구 이문동 270-1 외국어연수평가원 110호,
스페니쉬 써니,restaurant,동대문구,37.54549569471956,126.96319395334021,1,3,3,2,3,no,yes,"전문,기술서비스>번역,통역서비스",서울특별시 동대문구 답십리동 492-4,
꼬모꼬모 스페인 와인바,restaurant,동대문구,37.49672860833257,126.92555591644839,1,2,4,4,3,yes,no,술집>와인,서울특별시 광진구 군자동 477-11 꼬모꼬모 - 아이보리색 가게,
고려대학교 스페인라틴아메리카연구소,restaurant,동대문구,37.41705496545916,127.0256726741659,1,3,3,2,3,no,yes,"교육,학문>연구,연구소","서울특별시 성북구 안암동5가 1-2 고려대학교 안암캠퍼스 중앙광장 119H, A호",
빌라드코스테스,restaurant,동대문구,37.56982169376567,127.0709654810127,1,3,3,2,3,no,yes,음식점>양식,서울특별시 성북구 하월곡동 46-85 빌라드코스테스,
스시이안앤 청량리역점,restaurant,동대문구,37.45862521460875,127.02235413364436,1,3,3,2,3,no,yes,"음식점>일식>초밥,롤",서울특별시 동대문구 청량리동 249 3층 301호,
다이닝원 청량리점,restaurant,동대문구,37.57578224020536,127.06553270640889,1,3,3,2,3,no,yes,"음식점>일식,초밥뷔페",서울특별시 동대문구 용두동 798 한양수자인그라시엘 2층,
봄담아 청량리점,restaurant,동대문구,37.520400272565844,127.06551341830206,1,3,3,2,3,no,yes,음식점>일식>샤브샤브,서울특별시 동대문구 용두동 797 청량리역 해링턴플레이스 B동 2층 216~219호,
오늘동 전농,restaurant,동대문구,37.536379802709526,127.01235604405159,1,3,3,2,3,no,yes,음식점>일식>일식당,서울특별시 동대문구 전농동 498-10 1층,
청량함박 일본인이 만든 함박&amp;카레,restaurant,동대문구,37.56968178258145,126.90558517564804,1,3,3,2,3,no,yes,음식점>일식>일식당,서울특별시 동대문구 제기동 575-4,
평양냉면 본점,restaurant,동대문구,37.49979439698891,127.02849764172764,1,3,3,2,3,no,yes,한식>냉면,서울특별시 동대문구 청량리동 296,
안동집 손칼국시,restaurant,동대문구,37.52934619664157,127.05359456310029,1,3,3,2,3,no,yes,"한식>칼국수,만두",서울특별시 동대문구 제기동 1019 신관 지하1층,
부산밀면냉면,restaurant,동대문구,37.533311844028326,127.06522468843112,1,3,3,2,3,no,yes,한식>냉면,서울특별시 동대문구 이문동 339-4,
만선애꿈 장안점,restaurant,동대문구,37.58007423320329,127.0544398190906,1,3,3,2,3,no,yes,"한식>해물,생선요리",서울특별시 동대문구 장안동 580 1층 만선애꿈,
풍년식당,restaurant,동대문구,37.46396383662865,127.08993611798277,1,3,3,2,3,no,yes,음식점>한식,서울특별시 동대문구 답십리동 53-24 풍년식당,
카페청량,cafe,동대문구,37.548726648686404,126.95943870584834,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 동대문구 제기동 478-5 1층,
한시십일분,cafe,동대문구,37.5019506644831,126.97326906252053,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 동대문구 휘경동 280-2 지하1층,
헤이림,cafe,동대문구,37.45998186774367,127.04252035365081,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 동대문구 용두동 38-20 1층,
8번가,cafe,동대문구,37.5101807925517,127.0812225645929,1,2,3,2,3,no,no,"카페,디저트>카페",서울특별시 동대문구 회기동 42-139 1층8번가카페,
크로네,cafe,동대문구,37.53476887519763,127.0407981196596,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 동대문구 회기동 108-15,
정화,cafe,동대문구,37.509302719604456,127.09559665759375,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 동대문구 장안동 378-1 101호 정화,
본노엘 답십리,cafe,동대문구,37.57503164975939,127.08225773134505,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 동대문구 답십리동 250-37 1층,
마리 카페,cafe,동대문구,37.58164972154321,126.99807872532519,1,2,3,2,3,no,no,"카페,디저트>카페",서울특별시 동대문구 전농동 602-23 1층 ~ 4층,
스택베이커리,cafe,광진구,37.511345466729814,126.91874231520978,1,2,3,2,3,no,no,"카페,디저트>베이커리","서울특별시 광진구 자양동 552-3 1, 2층",
카페 오캄,cafe,광진구,37.459143078408964,127.06468139094308,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 광진구 화양동 5-35 1층~3층,
스타벅스 뚝섬한강공원점,cafe,광진구,37.426877337173885,127.01506142961568,1,2,3,2,3,no,no,"카페,디저트>카페",서울특별시 광진구 자양동 126-1,
책방고즈넉,cafe,광진구,37.445156197494676,127.08565413264522,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 광진구 군자동 467-15,
무드림 베이커리 카페 건대점,cafe,광진구,37.4033055129975,126.94392916367454,1,2,3,2,3,no,no,"음식점>카페,디저트","서울특별시 광진구 화양동 8-43 2층, 3층",
탄토탄토,restaurant,광진구,37.53328525996912,127.05046648936175,1,3,3,2,3,no,yes,음식점>이탈리아음식,서울특별시 광진구 화양동 11-7 2층,
도치피자 강변,restaurant,광진구,37.52210053931685,126.98460406388148,1,3,3,2,3,no,yes,음식점>이탈리아음식,서울특별시 광진구 구의동 218-10,
심퍼티쿠시 이스트폴점,restaurant,광진구,37.40635165748882,127.00047079791602,1,3,3,2,3,no,yes,음식점>양식,서울특별시 광진구 자양동 870 2층 20a호,
그레베르 광나루역점,restaurant,광진구,37.56729688606604,127.02643414553336,1,3,3,2,3,no,yes,음식점>양식,서울특별시 광진구 광장동 581 상가동 1층 그레베르 광장본점,
로얄 인디안 레스토랑,restaurant,광진구,37.447638882237264,127.0336842384654,1,3,3,2,3,no,yes,음식점>인도음식,서울특별시 광진구 화양동 49-13 2층,
도우터 건대점,cafe,광진구,37.43876524365078,126.95936075772494,1,2,3,2,3,no,no,브런치카페,서울특별시 광진구 화양동 11-17 1층,
듀블럭 광장본점,restaurant,광진구,37.424781564389555,126.92030334359612,1,3,3,2,3,no,yes,음식점>양식,서울특별시 광진구 광장동 187-2 1층,
투또톤토,cafe,광진구,37.46765275746566,126.95157256609782,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 광진구 화양동 5-3 1층 투또톤토,
후문 카페,restaurant,광진구,37.50827453306834,127.00318267554476,1,3,3,2,3,no,yes,음식점>양식,서울특별시 광진구 능동 256-13,
뉴웨이브서울 건대,restaurant,광진구,37.46977581275732,126.9614191958617,1,3,3,2,3,no,yes,음식점>양식,서울특별시 광진구 화양동 5-56 뉴웨이브 서울,
드로잉레시피,restaurant,광진구,37.59964819025671,126.9796048256733,1,3,3,2,3,no,yes,음식점>양식,서울특별시 광진구 자양동 533-4 드로잉레시피,
류지로,restaurant,광진구,37.56096414209821,127.07552942183496,1,4,2,2,3,yes,yes,술집>이자카야,서울특별시 광진구 중곡동 142-27 1층,
브네,restaurant,광진구,37.45985125573905,127.02265734528238,1,2,4,4,3,yes,no,술집>와인,서울특별시 광진구 군자동 362-1 106호 VENEZ 브네,
재즈라운지,restaurant,광진구,37.557060985649876,126.99259198519387,1,2,4,4,3,yes,no,술집>와인,서울특별시 광진구 화양동 111-25 재즈라운지 1층,
만경상회 건대본점,restaurant,광진구,37.44662051751269,126.9036629896511,1,4,2,2,3,yes,yes,술집>요리주점,서울특별시 광진구 화양동 49-14,
새로이,restaurant,광진구,37.5198663014228,126.99726011152673,1,4,2,2,3,yes,yes,술집>요리주점,서울특별시 광진구 화양동 94-1 / 1층 새로이,
비스타 워커힐 서울 피자힐,restaurant,광진구,37.51762335468666,127.06514449849834,1,3,3,2,3,no,yes,음식점>피자,서울특별시 광진구 광장동 22-1 워커힐 호텔앤리조트,
로니로티 건대점,restaurant,광진구,37.522985157564364,126.99821354304203,1,3,3,2,3,no,yes,음식점>이탈리아음식,서울특별시 광진구 화양동 7-44 단산화빌딩,
마초쉐프 건대점,restaurant,광진구,37.582346919603786,127.05862517692148,1,3,3,2,3,no,yes,양식>이탈리아음식,서울특별시 광진구 화양동 5-3 2층 마초쉐프 건대점,
플록,restaurant,광진구,37.554791900656205,127.02819475409453,1,3,3,2,3,no,yes,음식점>프랑스음식,서울특별시 광진구 자양동 769-12 광석빌딩 1층,
르빠니에블루,restaurant,광진구,37.56897661414117,126.90836080690971,1,3,3,2,3,no,yes,음식점>프랑스음식,서울특별시 광진구 화양동 2-45,
폼프리츠 세종대점,restaurant,광진구,37.4574454492876,127.06829152425158,1,3,3,2,3,no,yes,음식점>후렌치후라이,서울특별시 광진구 화양동 114-5,
네일리,restaurant,광진구,37.53091864942167,126.90418873592928,1,3,3,2,3,no,yes,"미용>네일아트,네일샵",서울특별시 광진구 중곡동 210-7 1층 네일리,
프렌치캣 롯데백화점 건대스타시티점,restaurant,광진구,37.43769286104984,126.98912415561011,1,3,3,2,3,no,yes,"쇼핑,유통>유아동복",서울특별시 광진구 자양동 227-342 8층,
재즈바주옥,restaurant,광진구,37.46628191991536,126.92315155039519,1,3,3,2,3,no,yes,음식점>스페인음식,서울특별시 광진구 구의동 589-10 1층 104호,
실비아스페인어,restaurant,광진구,37.51168360989415,126.98835130546908,1,3,3,2,3,no,yes,어학교육,서울특별시 광진구 중곡동 94-4 3층,
sunny - jung 플라멩코 아카데미,restaurant,광진구,37.5256938823617,126.94740364774621,1,3,3,2,3,no,yes,"협회,단체>무용,댄스",서울특별시 광진구 자양동 8-21 지하1층,
대한플라멩코협회,restaurant,광진구,37.44015999462114,127.06355064499147,1,3,3,2,3,no,yes,"협회,단체>무용,댄스",서울특별시 광진구 자양동 8-21,
마초야 구의점,restaurant,광진구,37.40007158065439,127.09894347530404,1,3,3,2,3,yes,yes,"음식점>일식>우동,소바",서울특별시 광진구 구의동 218-11 1층 101호,
코시 건대점,restaurant,광진구,37.41941956924384,126.94768056988623,1,3,3,2,3,yes,yes,"음식점>일식>우동,소바",서울특별시 광진구 화양동 49-18 1층,
고베규카츠 건대점,restaurant,광진구,37.434448413036655,126.97310474739771,1,3,3,2,3,no,yes,음식점>일식>돈가스,서울특별시 광진구 화양동 3-73,
이이요,restaurant,광진구,37.596995968031045,127.02608323018595,1,3,3,2,3,no,yes,음식점>일식>일식당,서울특별시 광진구 능동 225-1,
장가 메차쿠차,restaurant,광진구,37.45736508167389,126.95110800423829,1,3,3,2,3,no,yes,음식점>일식>돈가스,서울특별시 광진구 구의동 593-9 지하1층 메차쿠차,
채육식당 군자점,restaurant,광진구,37.410557499027945,126.930655996917,1,3,3,2,3,no,yes,음식점>한식,서울특별시 광진구 군자동 466-17 1층,
한우88도매장 구의역점,restaurant,광진구,37.543974689642894,126.9473106261545,1,3,3,2,3,no,yes,"음식점>한식>육류,고기요리",서울특별시 광진구 자양동 779-6 1층,
손에손잡고 구의역점,restaurant,광진구,37.56789560399414,126.94230017839187,1,3,3,2,3,no,yes,음식점>한식,서울특별시 광진구 구의동 221-5 1층,
태천면옥,restaurant,광진구,37.52469996024621,127.00651845363235,1,3,3,2,3,no,yes,한식>냉면,서울특별시 광진구 광장동 258-39 태천면옥,
뇌산마을 건대직영점,restaurant,광진구,37.47603534626657,127.01650394769325,1,3,3,2,3,no,yes,음식점>한식,서울특별시 광진구 화양동 5-65 지층,
환원당,cafe,광진구,37.49533888816752,126.98614842987928,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 광진구 화양동 94-25,
윤키,cafe,광진구,37.46043198015531,126.99041734502691,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 광진구 중곡동 142-21 1층 윤키,
윤숲 후르츠산도점,cafe,광진구,37.53625451813444,127.03275191423523,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 광진구 중곡동 628-7 1층,
릴리베이커리,cafe,광진구,37.57135157444284,127.0920209649898,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 광진구 화양동 11-30 1층 릴리베이커리(김밥천국바로옆)-지하X,
에이콥베이커리 롯데백화점 건대스타시티점,cafe,광진구,37.57154085106816,126.91551153847806,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 광진구 자양동 227-342 B1층,
어나더사이드,cafe,강서구,37.57732190257566,126.95755171776597,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 강서구 내발산동 677 1층 카페 어나더사이드,
프레베리 마곡케이크,cafe,강서구,37.47316893430805,126.96394267660314,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 강서구 마곡동 797-12 1층,
베이커리 룬,cafe,강서구,37.423379517173835,126.98970679896962,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 강서구 마곡동 797-4 발산파크프라자10,
콜트클럽 마곡,cafe,강서구,37.48679958265768,126.97611185104707,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 강서구 마곡동 795-1 2층 콜트클럽,
빵백화점 마곡점,cafe,강서구,37.54813972824643,126.9876586010945,1,2,3,2,3,no,no,"카페,디저트>베이커리","서울특별시 강서구 마곡동 798-16 마곡M밸리W타워 4차 1층 104-109, 111호",
하우스오브디라이프스타일키친 원그로브점,restaurant,강서구,37.41954636174369,127.09435134023475,1,3,3,2,3,no,yes,음식점>양식,서울특별시 강서구 마곡동 769 원그로브 B동 B1층,
로마옥 마곡,restaurant,강서구,37.519878431775595,126.92130157319424,1,3,3,2,3,no,yes,음식점>양식,서울특별시 강서구 마곡동 812 LG아트센터서울 3층 로마옥,
라우라,restaurant,강서구,37.439075336076385,126.96158335361747,1,3,3,2,3,no,yes,음식점>양식,서울특별시 강서구 마곡동 796-5 마곡테크노타워 2층 202호,
파스타고 마곡나루점,restaurant,강서구,37.42698078282424,126.91200298348701,1,3,3,2,3,no,yes,"이탈리아음식>스파게티,파스타전문",서울특별시 강서구 마곡동 760 2층 215호,
아우룸 마곡,restaurant,강서구,37.561443731634235,127.05742080095236,1,3,3,2,3,no,yes,음식점>이탈리아음식,서울특별시 강서구 마곡동 772-5 B동 1층 115호,
브런치나인,cafe,강서구,37.44580788287908,127.08076854477147,1,2,3,2,3,no,no,브런치카페,서울특별시 강서구 마곡동 800-1 문영퀸즈파크11차 1층 126호,
고양이똥,restaurant,강서구,37.43255614323633,126.98306376389968,1,3,3,2,3,no,yes,음식점>브런치,서울특별시 강서구 등촌동 647-62,
더왓에버,cafe,강서구,37.58961715861949,127.07198505978198,1,2,3,2,3,no,no,브런치카페,서울특별시 강서구 마곡동 799-17 테크노타워2 1층,
파스타인카페,restaurant,강서구,37.45430322538443,126.9181872527054,1,3,3,2,3,no,yes,"이탈리아음식>스파게티,파스타전문",서울특별시 강서구 마곡동 799-17 테크노타워2 201호,
비바나폴리,restaurant,강서구,37.43197853465572,127.05561539316201,1,3,3,2,3,no,yes,음식점>피자,서울특별시 강서구 마곡동 773 힐스테이트 에코 마곡역 1층 101호,
변두리 로바타,restaurant,강서구,37.46491030525714,126.99411481962225,1,4,2,2,3,yes,yes,술집>요리주점,서울특별시 강서구 마곡동 797-7 퀸즈파크텐 2층 201호,
스몰 스파이시 올리브,restaurant,강서구,37.58955848777953,127.04683381762368,1,2,4,4,3,yes,no,술집>와인,서울특별시 강서구 마곡동 799-11 b동 111호,
무드무드,restaurant,강서구,37.45161363047503,126.95111405020533,1,4,2,2,3,yes,yes,술집>요리주점,서울특별시 강서구 마곡동 797-10 2층 201호 무드무드,
고릴라쉐프 마곡점,restaurant,강서구,37.55476784466264,126.9067329204921,1,4,2,2,3,yes,yes,술집>요리주점,서울특별시 강서구 마곡동 773-2 마곡지엠지타워 2층 209호,
마곡 와인오픈,restaurant,강서구,37.41283667202036,126.97025081200758,1,2,4,4,3,yes,no,술집>와인,서울특별시 강서구 마곡동 773-1 1층 111호,
아우어루꼴라,restaurant,강서구,37.562520698517616,126.94068525425912,1,3,3,2,3,no,yes,음식점>피자,서울특별시 강서구 마곡동 773-1 1층 113호,
마가렛 Marguerite,restaurant,강서구,37.40504494710415,127.08377220595887,1,3,3,2,3,no,yes,음식점>이탈리아음식,서울특별시 강서구 마곡동 773-1 1층 115호 마곡역센트럴푸르지오시티,
레피큐르,restaurant,강서구,37.418820910881074,126.95663704713016,1,3,3,2,3,no,yes,음식점>프랑스음식,서울특별시 강서구 마곡동 797-1 퀸즈파크9 A동 205호,
프렌치코코,restaurant,강서구,37.52571623339072,126.90644177832975,1,3,3,2,3,no,yes,음식점>일식>일식당,서울특별시 강서구 마곡동 776-4 엠코지니어스타 B동 1층 110호,
엔젤링네일,restaurant,강서구,37.40713155079261,127.01067519656907,1,3,3,2,3,no,yes,"미용>네일아트,네일샵",서울특별시 강서구 화곡동 1075-37 2층 엔젤링네일,
프렌치메종 홈플러스 강서점,restaurant,강서구,37.578749411345584,127.07579657980457,1,3,3,2,3,no,yes,"쇼핑,유통>이불,담요",서울특별시 강서구 등촌동 639-11,
맛있는스페인,restaurant,강서구,37.415212417025224,127.05189114855305,1,3,3,2,3,no,yes,음식점>스페인음식,서울특별시 강서구 마곡동 798-6 류마타워2 제1층 제117호,
올드바인,restaurant,강서구,37.430581805941394,126.95697277201685,1,2,4,4,3,yes,no,술집>와인,서울특별시 강서구 공항동 34-9 2층,
대교 랭귀지 스퀘어 평생교육원 마곡점,restaurant,강서구,37.42507635190963,127.01716486333196,1,3,3,2,3,no,yes,어학교육,서울특별시 강서구 마곡동 774-3 311호,
차이홍중국어 강서교육국,restaurant,강서구,37.56505678277008,127.09296471551717,1,3,3,2,3,no,yes,어학교육>중국어교육,서울특별시 강서구 마곡동 774-3 310호,
유럽스케치,restaurant,강서구,37.54927050279253,127.09358038417511,1,3,3,2,3,no,yes,"서비스,산업>여행사",서울특별시 강서구 염창동 261-4 12층,
규카츠정 마곡점,restaurant,강서구,37.417117862141176,126.90237719029379,1,3,3,2,3,no,yes,음식점>일식>일식당,서울특별시 강서구 마곡동 774-4 마곡센트럴타워1차 1층 114호,
스시이안앤 발산역점,restaurant,강서구,37.49045905713972,126.9638855477678,1,3,3,2,3,no,yes,"음식점>일식>초밥,롤",서울특별시 강서구 등촌동 678-13 1층 102호,
멘츠루 마곡점,restaurant,강서구,37.43749715553689,127.06463862550744,1,3,3,2,3,no,yes,음식점>일식>일본식라면,"서울특별시 강서구 마곡동 796-5 104호, 105호",
샤브올데이 서울화곡점,restaurant,강서구,37.53648142045427,127.05029778396344,1,3,3,2,3,no,yes,음식점>일식>샤브샤브,서울특별시 강서구 화곡동 1070 2층,
마츠노하나 원그로브점,restaurant,강서구,37.582328242149174,126.98710248049721,1,3,3,2,3,no,yes,음식점>일식>덮밥,서울특별시 강서구 마곡동 769 지하1층 EB118호,
소곤면옥 양천향교본점,restaurant,강서구,37.446768519048064,126.97935440786482,1,3,3,2,3,no,yes,한식>냉면,서울특별시 강서구 마곡동 14-20,
봉혜자네주방 원그로브점,restaurant,강서구,37.5000802508521,127.05428166562989,1,3,3,2,3,no,yes,음식점>한식,서울특별시 강서구 마곡동 769 A동 1층 E107(일부)호,
솥내음 마곡 발산역점,restaurant,강서구,37.400123376761684,127.00956116442433,1,3,3,2,3,no,yes,음식점>한식,서울특별시 강서구 마곡동 797-7 퀸즈파크텐 A동 1층 103호,
돈구멍 마곡본점,restaurant,강서구,37.58163522558963,127.03972697477703,1,3,3,2,3,no,yes,"한식>육류,고기요리",서울특별시 강서구 마곡동 796-3 마곡사이언스타워 2층스타벅스옆/201호 돈구멍 마곡본점,
100년장어촌 마곡본가,restaurant,강서구,37.47763020208233,126.94568756217046,1,3,3,2,3,no,yes,"한식>장어,먹장어요리","서울특별시 강서구 마곡동 774-8 장흥빌딩 102, 103호",
고드니 마곡,cafe,강서구,37.50206736277632,127.0096025478096,1,2,3,2,3,no,no,"음식점>카페,디저트","서울특별시 강서구 마곡동 760-2 캐슬파크 2층 220, 230호",
모먼트 인,cafe,강서구,37.5908448846777,127.07571429762137,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 강서구 등촌동 642-7 1층 101호,
소카크,cafe,강서구,37.44013607242475,126.95862728156453,1,2,3,2,3,no,no,"음식점>카페,디저트",서울특별시 강서구 마곡동 797-6 1층 103호,
타르데마베이커리 우장산,cafe,강서구,37.51054930179211,127.07623906688706,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 강서구 내발산동 702-22,
타르데마베이커리 방화본점,cafe,강서구,37.54451906748304,126.93013608314058,1,2,3,2,3,no,no,"카페,디저트>베이커리",서울특별시 강서구 마곡동 1238 1층,
파드레,cafe,강서구,37.561397676353046,127.03398854712599,1,2,3,2,3,no,no,"카페,디저트>베이커리","서울특별시 강서구 등촌동 682-2 1층 103호, 104호",
